File name: 1135_8.txt, Given class: pos, Original Class: pos
File name: 12450_7.txt, Given class: neg, Original Class: pos

File name: 8007_10.txt, Given class: pos, Original Class: pos

File name: 3122_7.txt, Given class: pos, Original Class: pos

File name: 7146_9.txt, Given class: pos, Original Class: pos

File name: 5701_10.txt, Given class: pos, Original Class: pos

File name: 5594_10.txt, Given class: pos, Original Class: pos

File name: 3016_8.txt, Given class: neg, Original Class: pos

File name: 7003_10.txt, Given class: pos, Original Class: pos

File name: 3796_10.txt, Given class: pos, Original Class: pos

File name: 11568_10.txt, Given class: pos, Original Class: pos

File name: 5537_7.txt, Given class: pos, Original Class: pos

File name: 6557_7.txt, Given class: pos, Original Class: pos

File name: 5403_10.txt, Given class: pos, Original Class: pos

File name: 10681_8.txt, Given class: neg, Original Class: pos

File name: 3302_7.txt, Given class: neg, Original Class: pos

File name: 11881_10.txt, Given class: neg, Original Class: pos

File name: 2661_10.txt, Given class: pos, Original Class: pos

File name: 6461_10.txt, Given class: pos, Original Class: pos

File name: 6772_7.txt, Given class: neg, Original Class: pos

File name: 9133_7.txt, Given class: pos, Original Class: pos

File name: 7900_9.txt, Given class: pos, Original Class: pos

File name: 4444_8.txt, Given class: pos, Original Class: pos

File name: 10776_10.txt, Given class: pos, Original Class: pos

File name: 6887_10.txt, Given class: pos, Original Class: pos

File name: 3052_8.txt, Given class: pos, Original Class: pos

File name: 6769_7.txt, Given class: pos, Original Class: pos

File name: 2273_9.txt, Given class: pos, Original Class: pos

File name: 9245_10.txt, Given class: pos, Original Class: pos

File name: 4536_10.txt, Given class: pos, Original Class: pos

File name: 4463_7.txt, Given class: neg, Original Class: pos

File name: 11333_9.txt, Given class: pos, Original Class: pos

File name: 1878_8.txt, Given class: pos, Original Class: pos

File name: 3799_8.txt, Given class: pos, Original Class: pos

File name: 2669_7.txt, Given class: pos, Original Class: pos

File name: 10468_10.txt, Given class: pos, Original Class: pos

File name: 6239_8.txt, Given class: neg, Original Class: pos

File name: 6370_10.txt, Given class: pos, Original Class: pos

File name: 6014_9.txt, Given class: pos, Original Class: pos

File name: 4221_8.txt, Given class: neg, Original Class: pos

File name: 9334_9.txt, Given class: pos, Original Class: pos

File name: 5487_8.txt, Given class: pos, Original Class: pos

File name: 7337_10.txt, Given class: pos, Original Class: pos

File name: 12462_9.txt, Given class: pos, Original Class: pos

File name: 3814_7.txt, Given class: neg, Original Class: pos

File name: 8380_7.txt, Given class: pos, Original Class: pos

File name: 11752_10.txt, Given class: pos, Original Class: pos

File name: 6867_8.txt, Given class: neg, Original Class: pos

File name: 355_10.txt, Given class: pos, Original Class: pos

File name: 3493_9.txt, Given class: neg, Original Class: pos

File name: 10246_9.txt, Given class: pos, Original Class: pos

File name: 7334_10.txt, Given class: pos, Original Class: pos

File name: 438_9.txt, Given class: pos, Original Class: pos

File name: 2928_9.txt, Given class: neg, Original Class: pos

File name: 9871_7.txt, Given class: neg, Original Class: pos

File name: 8954_7.txt, Given class: neg, Original Class: pos

File name: 2970_10.txt, Given class: pos, Original Class: pos

File name: 6588_9.txt, Given class: pos, Original Class: pos

File name: 7157_10.txt, Given class: pos, Original Class: pos

File name: 4475_10.txt, Given class: pos, Original Class: pos

File name: 8356_8.txt, Given class: neg, Original Class: pos

File name: 4459_9.txt, Given class: pos, Original Class: pos

File name: 471_10.txt, Given class: pos, Original Class: pos

File name: 980_7.txt, Given class: neg, Original Class: pos

File name: 5386_10.txt, Given class: pos, Original Class: pos

File name: 1646_7.txt, Given class: neg, Original Class: pos

File name: 11120_7.txt, Given class: neg, Original Class: pos

File name: 11393_10.txt, Given class: pos, Original Class: pos

File name: 4578_10.txt, Given class: pos, Original Class: pos

File name: 4127_10.txt, Given class: pos, Original Class: pos

File name: 959_8.txt, Given class: neg, Original Class: pos

File name: 988_8.txt, Given class: pos, Original Class: pos

File name: 8943_10.txt, Given class: neg, Original Class: pos

File name: 8858_8.txt, Given class: neg, Original Class: pos

File name: 11255_9.txt, Given class: neg, Original Class: pos

File name: 7672_9.txt, Given class: pos, Original Class: pos

File name: 4030_8.txt, Given class: pos, Original Class: pos

File name: 2947_10.txt, Given class: neg, Original Class: pos

File name: 11289_10.txt, Given class: neg, Original Class: pos

File name: 3655_8.txt, Given class: pos, Original Class: pos

File name: 3487_9.txt, Given class: pos, Original Class: pos

File name: 6193_10.txt, Given class: neg, Original Class: pos

File name: 7889_7.txt, Given class: pos, Original Class: pos

File name: 3076_10.txt, Given class: pos, Original Class: pos

File name: 5103_10.txt, Given class: pos, Original Class: pos

File name: 9131_10.txt, Given class: pos, Original Class: pos

File name: 3585_10.txt, Given class: pos, Original Class: pos

File name: 24_10.txt, Given class: pos, Original Class: pos

File name: 3859_10.txt, Given class: pos, Original Class: pos

File name: 1916_7.txt, Given class: neg, Original Class: pos

File name: 3979_8.txt, Given class: neg, Original Class: pos

File name: 4298_8.txt, Given class: pos, Original Class: pos

File name: 3031_7.txt, Given class: pos, Original Class: pos

File name: 3345_10.txt, Given class: pos, Original Class: pos

File name: 4168_10.txt, Given class: pos, Original Class: pos

File name: 11282_10.txt, Given class: pos, Original Class: pos

File name: 6545_10.txt, Given class: pos, Original Class: pos

File name: 11615_8.txt, Given class: neg, Original Class: pos

File name: 4858_10.txt, Given class: pos, Original Class: pos

File name: 1779_9.txt, Given class: neg, Original Class: pos

File name: 9218_10.txt, Given class: neg, Original Class: pos

File name: 10323_10.txt, Given class: pos, Original Class: pos

File name: 11687_10.txt, Given class: pos, Original Class: pos

File name: 8823_8.txt, Given class: pos, Original Class: pos

File name: 8795_10.txt, Given class: neg, Original Class: pos

File name: 1256_7.txt, Given class: pos, Original Class: pos

File name: 4702_10.txt, Given class: pos, Original Class: pos

File name: 126_10.txt, Given class: pos, Original Class: pos

File name: 3343_10.txt, Given class: pos, Original Class: pos

File name: 7174_7.txt, Given class: pos, Original Class: pos

File name: 7761_10.txt, Given class: neg, Original Class: pos

File name: 4274_7.txt, Given class: neg, Original Class: pos

File name: 2221_8.txt, Given class: neg, Original Class: pos

File name: 11131_10.txt, Given class: neg, Original Class: pos

File name: 2292_10.txt, Given class: neg, Original Class: pos

File name: 1842_10.txt, Given class: pos, Original Class: pos

File name: 4188_10.txt, Given class: neg, Original Class: pos

File name: 12001_8.txt, Given class: pos, Original Class: pos

File name: 8683_8.txt, Given class: pos, Original Class: pos

File name: 12198_10.txt, Given class: pos, Original Class: pos

File name: 2005_10.txt, Given class: neg, Original Class: pos

File name: 9859_8.txt, Given class: pos, Original Class: pos

File name: 12430_8.txt, Given class: neg, Original Class: pos

File name: 2347_10.txt, Given class: pos, Original Class: pos

File name: 1798_10.txt, Given class: pos, Original Class: pos

File name: 1963_10.txt, Given class: pos, Original Class: pos

File name: 5171_10.txt, Given class: pos, Original Class: pos

File name: 6774_9.txt, Given class: pos, Original Class: pos

File name: 11796_10.txt, Given class: neg, Original Class: pos

File name: 1665_8.txt, Given class: pos, Original Class: pos

File name: 2882_10.txt, Given class: neg, Original Class: pos

File name: 10244_7.txt, Given class: pos, Original Class: pos

File name: 9377_8.txt, Given class: pos, Original Class: pos

File name: 6033_8.txt, Given class: pos, Original Class: pos

File name: 7750_7.txt, Given class: pos, Original Class: pos

File name: 8567_10.txt, Given class: neg, Original Class: pos

File name: 3196_7.txt, Given class: neg, Original Class: pos

File name: 9786_8.txt, Given class: pos, Original Class: pos

File name: 5619_10.txt, Given class: pos, Original Class: pos

File name: 6648_9.txt, Given class: neg, Original Class: pos

File name: 2414_7.txt, Given class: neg, Original Class: pos

File name: 528_7.txt, Given class: pos, Original Class: pos

File name: 4246_9.txt, Given class: neg, Original Class: pos

File name: 6533_10.txt, Given class: neg, Original Class: pos

File name: 5327_10.txt, Given class: neg, Original Class: pos

File name: 12363_7.txt, Given class: pos, Original Class: pos

File name: 366_8.txt, Given class: pos, Original Class: pos

File name: 4250_8.txt, Given class: pos, Original Class: pos

File name: 11165_10.txt, Given class: pos, Original Class: pos

File name: 11602_8.txt, Given class: pos, Original Class: pos

File name: 5827_10.txt, Given class: pos, Original Class: pos

File name: 5035_7.txt, Given class: pos, Original Class: pos

File name: 3492_9.txt, Given class: neg, Original Class: pos

File name: 6406_10.txt, Given class: pos, Original Class: pos

File name: 3696_9.txt, Given class: pos, Original Class: pos

File name: 11655_10.txt, Given class: pos, Original Class: pos

File name: 1057_8.txt, Given class: pos, Original Class: pos

File name: 7604_8.txt, Given class: neg, Original Class: pos

File name: 1969_10.txt, Given class: neg, Original Class: pos

File name: 4000_10.txt, Given class: pos, Original Class: pos

File name: 3537_9.txt, Given class: pos, Original Class: pos

File name: 11034_8.txt, Given class: neg, Original Class: pos

File name: 2805_8.txt, Given class: pos, Original Class: pos

File name: 10569_7.txt, Given class: neg, Original Class: pos

File name: 6692_8.txt, Given class: pos, Original Class: pos

File name: 11168_9.txt, Given class: neg, Original Class: pos

File name: 6752_10.txt, Given class: pos, Original Class: pos

File name: 10678_7.txt, Given class: pos, Original Class: pos

File name: 5571_10.txt, Given class: pos, Original Class: pos

File name: 4043_10.txt, Given class: pos, Original Class: pos

File name: 11740_7.txt, Given class: pos, Original Class: pos

File name: 275_10.txt, Given class: neg, Original Class: pos

File name: 6917_9.txt, Given class: pos, Original Class: pos

File name: 9728_8.txt, Given class: pos, Original Class: pos

File name: 1933_9.txt, Given class: pos, Original Class: pos

File name: 10791_9.txt, Given class: neg, Original Class: pos

File name: 4097_7.txt, Given class: pos, Original Class: pos

File name: 11342_10.txt, Given class: pos, Original Class: pos

File name: 1181_10.txt, Given class: pos, Original Class: pos

File name: 3407_10.txt, Given class: pos, Original Class: pos

File name: 8794_10.txt, Given class: neg, Original Class: pos

File name: 7857_10.txt, Given class: pos, Original Class: pos

File name: 12338_8.txt, Given class: pos, Original Class: pos

File name: 9409_10.txt, Given class: pos, Original Class: pos

File name: 11311_10.txt, Given class: pos, Original Class: pos

File name: 11332_8.txt, Given class: pos, Original Class: pos

File name: 4020_7.txt, Given class: pos, Original Class: pos

File name: 740_8.txt, Given class: pos, Original Class: pos

File name: 6388_10.txt, Given class: neg, Original Class: pos

File name: 12186_10.txt, Given class: neg, Original Class: pos

File name: 8123_9.txt, Given class: neg, Original Class: pos

File name: 10377_8.txt, Given class: neg, Original Class: pos

File name: 3857_8.txt, Given class: neg, Original Class: pos

File name: 6136_10.txt, Given class: pos, Original Class: pos

File name: 8529_7.txt, Given class: pos, Original Class: pos

File name: 9448_10.txt, Given class: neg, Original Class: pos

File name: 12336_7.txt, Given class: neg, Original Class: pos

File name: 10375_8.txt, Given class: pos, Original Class: pos

File name: 697_10.txt, Given class: pos, Original Class: pos

File name: 8860_10.txt, Given class: neg, Original Class: pos

File name: 1493_10.txt, Given class: pos, Original Class: pos

File name: 2104_10.txt, Given class: pos, Original Class: pos

File name: 1153_8.txt, Given class: pos, Original Class: pos

File name: 7324_8.txt, Given class: pos, Original Class: pos

File name: 7831_8.txt, Given class: neg, Original Class: pos

File name: 11957_10.txt, Given class: pos, Original Class: pos

File name: 7524_9.txt, Given class: pos, Original Class: pos

File name: 8904_8.txt, Given class: neg, Original Class: pos

File name: 4237_8.txt, Given class: pos, Original Class: pos

File name: 8450_7.txt, Given class: pos, Original Class: pos

File name: 3394_10.txt, Given class: pos, Original Class: pos

File name: 7226_8.txt, Given class: pos, Original Class: pos

File name: 1328_9.txt, Given class: pos, Original Class: pos

File name: 984_8.txt, Given class: pos, Original Class: pos

File name: 578_9.txt, Given class: neg, Original Class: pos

File name: 2243_7.txt, Given class: pos, Original Class: pos

File name: 7649_7.txt, Given class: pos, Original Class: pos

File name: 9780_10.txt, Given class: pos, Original Class: pos

File name: 2177_7.txt, Given class: pos, Original Class: pos

File name: 2584_9.txt, Given class: pos, Original Class: pos

File name: 1461_7.txt, Given class: neg, Original Class: pos
